! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                        NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF02_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
6.921602                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.932905                alpha0      ! 0-lift angle of attack, depends on airfoil.
19.926944                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-20.460148               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
0.836557                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.295202                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.437208                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.333782                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.008236                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
393                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
  -180.000  0.037774  0.006000  0.010861
  -179.000  0.141000  0.006438  0.040546
  -178.000  0.244226  0.007748  0.070183
  -177.000  0.347452  0.009930  0.099758
  -176.000  0.450677  0.012979  0.129258
  -175.000  0.553903  0.016890  0.158668
  -174.000  0.657129  0.021659  0.187975
  -173.000  0.760355  0.027279  0.217163
  -172.000  0.863580  0.033741  0.246218
  -171.000  0.966806  0.041038  0.275126
  -170.000  1.069263  0.049158  0.303656
  -169.000  1.149896  0.058093  0.325886
  -168.000  1.141704  0.067830  0.323147
  -167.000  1.009997  0.078356  0.286103
  -166.000  0.837019  0.089658  0.238030
  -165.000  0.707416  0.101721  0.202469
  -164.000  0.633424  0.114530  0.182636
  -163.000  0.598039  0.128069  0.173676
  -162.000  0.585421  0.142320  0.171136
  -161.000  0.585715  0.157266  0.172260
  -160.000  0.593322  0.172888  0.175490
  -159.000  0.605077  0.189165  0.179953
  -158.000  0.619146  0.206078  0.185142
  -157.000  0.634430  0.223606  0.190759
  -156.000  0.650246  0.241726  0.196619
  -155.000  0.666152  0.260416  0.202604
  -154.000  0.681850  0.279653  0.208638
  -153.000  0.697133  0.299413  0.214668
  -152.000  0.711854  0.319671  0.220657
  -151.000  0.725901  0.340403  0.226579
  -150.000  0.739189  0.361583  0.232415
  -149.000  0.751651  0.383184  0.238150
  -148.000  0.763234  0.405181  0.243775
  -147.000  0.773892  0.427546  0.249281
  -146.000  0.783588  0.450251  0.254661
  -145.000  0.792293  0.473270  0.259911
  -144.000  0.799978  0.496573  0.265028
  -143.000  0.806622  0.520132  0.270008
  -142.000  0.812207  0.543918  0.274851
  -141.000  0.816715  0.567903  0.279555
  -140.000  0.820134  0.592057  0.284119
  -139.000  0.822453  0.616350  0.288545
  -138.000  0.823665  0.640754  0.292832
  -137.000  0.823764  0.665238  0.296982
  -136.000  0.822746  0.689773  0.300996
  -135.000  0.820609  0.714328  0.304876
  -134.000  0.817354  0.738875  0.308625
  -133.000  0.812984  0.763383  0.312243
  -132.000  0.807502  0.787823  0.315735
  -131.000  0.800917  0.812166  0.319103
  -130.000  0.793235  0.836380  0.322350
  -129.000  0.784467  0.860439  0.325480
  -128.000  0.774624  0.884312  0.328496
  -127.000  0.763721  0.907970  0.331401
  -126.000  0.751773  0.931386  0.334199
  -125.000  0.738796  0.954530  0.336893
  -124.000  0.724809  0.977376  0.339489
  -123.000  0.709832  0.999895  0.341988
  -122.000  0.693888  1.022061  0.344396
  -121.000  0.676998  1.043846  0.346715
  -120.000  0.659187  1.065226  0.348950
  -119.000  0.640482  1.086173  0.351104
  -118.000  0.620909  1.106663  0.353180
  -117.000  0.600498  1.126672  0.355182
  -116.000  0.579276  1.146174  0.357114
  -115.000  0.557277  1.165148  0.358978
  -114.000  0.534530  1.183570  0.360777
  -113.000  0.511069  1.201418  0.362514
  -112.000  0.486929  1.218671  0.364191
  -111.000  0.462143  1.235308  0.365811
  -110.000  0.436747  1.251309  0.367376
  -109.000  0.410778  1.266655  0.368888
  -108.000  0.384272  1.281329  0.370348
  -107.000  0.357268  1.295311  0.371758
  -106.000  0.329802  1.308586  0.373118
  -105.000  0.301915  1.321138  0.374430
  -104.000  0.273645  1.332951  0.375694
  -103.000  0.245032  1.344012  0.376910
  -102.000  0.216115  1.354307  0.378079
  -101.000  0.186935  1.363825  0.379199
  -100.000  0.157301  1.372553  0.380260
   -99.000  0.127715  1.380482  0.381283
   -98.000  0.097985  1.387601  0.382255
   -97.000  0.068154  1.393903  0.383176
   -96.000  0.038259  1.399380  0.384042
   -95.000  0.008342  1.404025  0.384853
   -94.000 -0.021557  1.407833  0.385607
   -93.000 -0.051400  1.410800  0.386300
   -92.000 -0.081147  1.412921  0.386931
   -91.000 -0.110758  1.414194  0.387497
   -90.000 -0.140197  1.414618  0.387995
   -89.000 -0.169424  1.414192  0.388422
   -88.000 -0.198402  1.412917  0.388774
   -87.000 -0.227095  1.410795  0.389049
   -86.000 -0.255467  1.407827  0.389242
   -85.000 -0.283482  1.404017  0.389351
   -84.000 -0.311106  1.399370  0.389372
   -83.000 -0.338304  1.393891  0.389301
   -82.000 -0.365045  1.387588  0.389134
   -81.000 -0.391295  1.380466  0.388868
   -80.000 -0.417023  1.372536  0.388500
   -79.000 -0.442200  1.363806  0.388024
   -78.000 -0.466795  1.354286  0.387439
   -77.000 -0.490782  1.343989  0.386739
   -76.000 -0.514132  1.332926  0.385923
   -75.000 -0.536819  1.321110  0.384985
   -74.000 -0.558818  1.308557  0.383924
   -73.000 -0.580106  1.295280  0.382736
   -72.000 -0.600660  1.281295  0.381417
   -71.000 -0.620457  1.266619  0.379966
   -70.000 -0.639478  1.251271  0.378379
   -69.000 -0.657703  1.235267  0.376654
   -68.000 -0.675115  1.218627  0.374789
   -67.000 -0.691696  1.201372  0.372782
   -66.000 -0.707431  1.183521  0.370631
   -65.000 -0.722306  1.165096  0.368334
   -64.000 -0.736307  1.146119  0.365891
   -63.000 -0.749423  1.126613  0.363300
   -62.000 -0.761644  1.106601  0.360560
   -61.000 -0.772959  1.086107  0.357671
   -60.000 -0.783361  1.065156  0.354633
   -59.000 -0.792844  1.043773  0.351445
   -58.000 -0.801401  1.021984  0.348109
   -57.000 -0.809028  0.999813  0.344625
   -56.000 -0.815723  0.977289  0.340994
   -55.000 -0.821483  0.954439  0.337217
   -54.000 -0.826308  0.931289  0.333296
   -53.000 -0.830199  0.907868  0.329232
   -52.000 -0.833157  0.884204  0.325027
   -51.000 -0.835186  0.860324  0.320685
   -50.000 -0.836290  0.836259  0.316207
   -49.000 -0.836474  0.812037  0.311597
   -48.000 -0.835745  0.787688  0.306858
   -47.000 -0.834110  0.763239  0.301993
   -46.000 -0.831580  0.738722  0.297005
   -45.000 -0.828163  0.714166  0.291900
   -44.000 -0.823871  0.689600  0.286681
   -43.000 -0.818716  0.665055  0.281352
   -42.000 -0.812712  0.640559  0.275917
   -41.000 -0.805874  0.616142  0.270383
   -40.000 -0.798218  0.591835  0.264754
   -39.000 -0.789760  0.567666  0.259034
   -38.000 -0.780519  0.543665  0.253231
   -37.000 -0.770516  0.519861  0.247348
   -36.000 -0.759770  0.496282  0.241393
   -35.000 -0.748305  0.472957  0.235372
   -34.000 -0.736146  0.449915  0.214320
   -33.000 -0.723318  0.427184  0.193269
   -32.000 -0.709850  0.404790  0.172217
   -31.000 -0.695773  0.382761  0.151166
   -30.000 -0.681121  0.361124  0.130114
   -29.000 -0.665933  0.339903  0.109063
   -28.000 -0.650250  0.319126  0.088012
   -27.000 -0.634122  0.298816  0.066960
   -26.000 -0.617605  0.278998  0.045909
   -25.000 -0.600766  0.259695  0.024857
   -24.000 -0.583684  0.240928  0.003806
   -23.000 -0.566460  0.222720 -0.017246
   -22.000 -0.549219  0.205090 -0.038297
   -21.000 -0.532124  0.188058 -0.059349
   -20.000 -0.630100  0.095220 -0.080400
   -19.500 -0.551000  0.096500 -0.085500
   -19.000 -0.533400  0.092830 -0.087300
   -18.500 -0.555400  0.086190 -0.086600
   -18.000 -0.502000  0.085410 -0.090200
   -17.500 -0.500900  0.080670 -0.090700
